"Time stamp","System power generated | (kW)","Wind speed | (m/s)","Internal wake loss percent | (%)","Air temperature | ('C)"
"Jun 21, 07:00 pm",98201.1,7.91,2.2239,20.06
"Jun 21, 08:00 pm",58569.5,6.87,2.85153,19.81
"Jun 21, 09:00 pm",3965.83,3.96,26.5785,20.71
"Jun 21, 10:00 pm",0,3.27,0,20.23
"Jun 21, 11:00 pm",17873.9,5.14,3.06047,20.49
"Jun 22, 12:00 am",17310.3,5.08,1.98066,20.64
"Jun 22, 01:00 am",0,2.63,0,20.46
"Jun 22, 02:00 am",0,3.79,0,20.53
"Jun 22, 03:00 am",0,3.81,0,20.67
"Jun 22, 04:00 am",4096.16,3.95,18.3346,20.73
"Jun 22, 05:00 am",10004.4,4.19,0.762761,20.51
"Jun 22, 06:00 am",6821.69,4.03,14.8315,21.38
"Jun 22, 07:00 am",0,2.69,0,22.86
"Jun 22, 08:00 am",0,2.01,0,24.47
"Jun 22, 09:00 am",0,1.9,0,25.55
"Jun 22, 10:00 am",0,2.07,0,26.42
"Jun 22, 11:00 am",0,1.33,0,27.43
"Jun 22, 12:00 pm",0,1.35,0,28.48
"Jun 22, 01:00 pm",0,2.03,0,28.93
"Jun 22, 02:00 pm",0,2.5,0,29.11
"Jun 22, 03:00 pm",0,2.43,0,29.14
"Jun 22, 04:00 pm",0,2.73,0,29.87
"Jun 22, 05:00 pm",0,2.08,0,29.91
"Jun 22, 06:00 pm",70001.3,7.26,2.86527,25.3
"Jun 22, 07:00 pm",274980,12.3,1.19875,22.81
"Jun 22, 08:00 pm",46662.3,6.56,4.8817,23.71
"Jun 22, 09:00 pm",53696,6.77,4.81979,20.82
"Jun 22, 10:00 pm",16981.9,5.05,1.72487,20.71
"Jun 22, 11:00 pm",18357,5.18,2.61329,21.69
"Jun 23, 12:00 am",24865.3,5.59,2.11842,21.7
"Jun 23, 01:00 am",17222,5.11,3.83434,21.91
"Jun 23, 02:00 am",27852.1,5.81,3.17128,23.2
"Jun 23, 03:00 am",41864.4,6.39,5.24335,23.46
"Jun 23, 04:00 am",29638.1,5.96,8.04106,23.2
"Jun 23, 05:00 am",31162.4,5.96,3.52337,23.05
"Jun 23, 06:00 am",8980.3,4.09,8.58881,23.43
"Jun 23, 07:00 am",0,3.1,0,25.04
"Jun 23, 08:00 am",0,2.69,0,25.89
"Jun 23, 09:00 am",0,3.34,0,26.9
"Jun 23, 10:00 am",1085.58,3.89,23.8465,28
"Jun 23, 11:00 am",40742.7,6.34,2.46739,28.92
"Jun 23, 12:00 pm",102277,8.13,1.8896,30.08
"Jun 23, 01:00 pm",324429,14.87,0.238736,27.9
"Jun 23, 02:00 pm",0,3.53,0,23.76
"Jun 23, 03:00 pm",40463.5,6.34,3.60699,27.46
"Jun 23, 04:00 pm",200172,10.42,1.5788,24.68
"Jun 23, 05:00 pm",0,2.56,0,25
"Jun 23, 06:00 pm",158168,9.42,1.68769,21.75
"Jun 23, 07:00 pm",13781.9,4.77,1.91561,22.39
"Jun 23, 08:00 pm",0,3.41,0,23.27
"Jun 23, 09:00 pm",0,2.86,0,22.79
"Jun 23, 10:00 pm",0,2.3,0,21.94
"Jun 23, 11:00 pm",0,2.26,0,22.57
"Jun 24, 12:00 am",0,1.14,0,22.55
"Jun 24, 01:00 am",0,1.73,0,22.26
"Jun 24, 02:00 am",0,2.32,0,22.36
"Jun 24, 03:00 am",0,2.33,0,22.49
"Jun 24, 04:00 am",0,1.64,0,21.9
"Jun 24, 05:00 am",0,1.23,0,21.9
"Jun 24, 06:00 am",0,3.18,0,21.17
"Jun 24, 07:00 am",0,1.54,0,21.7
"Jun 24, 08:00 am",0,1.68,0,23.13
"Jun 24, 09:00 am",0,2.04,0,23.44
"Jun 24, 10:00 am",0,1.45,0,24.81
"Jun 24, 11:00 am",0,2.42,0,26.17
"Jun 24, 12:00 pm",8400.46,4.1,12.1852,27.21
"Jun 24, 01:00 pm",10137.6,4.26,0.550112,24.14
"Jun 24, 02:00 pm",15497.6,4.95,1.72144,27.21
"Jun 24, 03:00 pm",0,1.86,0,25.43
"Jun 24, 04:00 pm",0,3.41,0,26.27
"Jun 24, 05:00 pm",10031.3,4.22,0.584168,25.61
"Jun 24, 06:00 pm",0,2.29,0,25.3
"Jun 24, 07:00 pm",0,3.06,0,24.83
"Jun 24, 08:00 pm",0,3.11,0,24.63
"Jun 24, 09:00 pm",0,2.98,0,24.47
"Jun 24, 10:00 pm",0,2.53,0,24.41
"Jun 24, 11:00 pm",0,1.12,0,23.51
"Jun 25, 12:00 am",0,0.36,0,23.29
"Jun 25, 01:00 am",0,0.89,0,23.23
"Jun 25, 02:00 am",0,0.58,0,23.37
"Jun 25, 03:00 am",0,1.4,0,23.39
"Jun 25, 04:00 am",0,1.8,0,22.87
"Jun 25, 05:00 am",0,1.22,0,22.16
"Jun 25, 06:00 am",0,2.07,0,22.78
"Jun 25, 07:00 am",0,3.35,0,24.32
"Jun 25, 08:00 am",9987.06,4.2,0.712851,25.47
"Jun 25, 09:00 am",10228.9,4.32,0.830535,26.56
"Jun 25, 10:00 am",25301.4,5.64,2.09022,27.17
"Jun 25, 11:00 am",10463.6,4.4,1.99779,27.37
"Jun 25, 12:00 pm",22378.9,5.48,2.35245,27.77
"Jun 25, 01:00 pm",61633.4,7.04,3.52363,28.26
"Jun 25, 02:00 pm",19929.8,5.32,1.89474,28.36
"Jun 25, 03:00 pm",36339.4,6.16,2.66889,27.93
"Jun 25, 04:00 pm",20230.5,5.34,1.80912,28.07
"Jun 25, 05:00 pm",24743.9,5.61,2.77146,25.77
"Jun 25, 06:00 pm",0,3.74,0,25.05
"Jun 25, 07:00 pm",0,3.36,0,25.14
"Jun 25, 08:00 pm",32799.6,6.01,3.01408,23.89
"Jun 25, 09:00 pm",23631.9,5.51,2.36233,21.13
"Jun 25, 10:00 pm",16696.5,5.02,2.05489,20.77
"Jun 25, 11:00 pm",9877.43,4.12,0.552161,20.84
"Jun 26, 12:00 am",10087.3,4.21,0.482647,20.62
"Jun 26, 01:00 am",0,3.69,0,20.53
"Jun 26, 02:00 am",0,2.75,0,20.67
"Jun 26, 03:00 am",0,2.87,0,20.59
"Jun 26, 04:00 am",0,3.05,0,20.53
"Jun 26, 05:00 am",0,3.42,0,20.39
"Jun 26, 06:00 am",0,2.85,0,20.63
"Jun 26, 07:00 am",0,2.85,0,21.44
"Jun 26, 08:00 am",0,2.53,0,22.65
"Jun 26, 09:00 am",0,1.63,0,24.11
"Jun 26, 10:00 am",0,0.7,0,25.55
"Jun 26, 11:00 am",0,1.25,0,26.66
"Jun 26, 12:00 pm",0,1.62,0,27.53
"Jun 26, 01:00 pm",0,2.53,0,28.01
"Jun 26, 02:00 pm",0,1.12,0,28.38
"Jun 26, 03:00 pm",10330.9,4.37,1.06451,28.12
"Jun 26, 04:00 pm",10218.9,4.34,1.17299,28.15
"Jun 26, 05:00 pm",8081.93,4.08,8.6632,28.12
"Jun 26, 06:00 pm",66158.5,7.15,2.5795,27.09
"Jun 26, 07:00 pm",128944,8.76,1.83416,25
"Jun 26, 08:00 pm",115634,8.43,2.41492,24.6
"Jun 26, 09:00 pm",93776.3,7.89,4.63944,24.38
"Jun 26, 10:00 pm",100971,8.07,3.31997,24.13
"Jun 26, 11:00 pm",66745.8,7.16,3.47476,24.08
"Jun 27, 12:00 am",100622,8,1.6729,24.11
"Jun 27, 01:00 am",77731.8,7.43,2.08597,24.1
"Jun 27, 02:00 am",71828.9,7.28,2.57072,24.06
"Jun 27, 03:00 am",69651.7,7.23,3.01582,24.21
"Jun 27, 04:00 am",92023.8,7.82,3.31412,24.28
"Jun 27, 05:00 am",86024.7,7.68,2.88661,24.3
"Jun 27, 06:00 am",95397.3,7.88,2.49235,24.73
"Jun 27, 07:00 am",49172.1,6.61,2.49433,25.74
"Jun 27, 08:00 am",33489.7,6.12,8.42555,26.63
"Jun 27, 09:00 am",36696.6,6.24,7.54142,27.43
"Jun 27, 10:00 am",14994.4,4.96,5.83305,28.23
"Jun 27, 11:00 am",17495.2,5.19,5.75209,28.94
"Jun 27, 12:00 pm",22548.4,5.53,4.97654,28.96
"Jun 27, 01:00 pm",18907.5,5.25,1.98575,29.56
"Jun 27, 02:00 pm",0,3,0,29.22
"Jun 27, 03:00 pm",66751.8,7.18,2.22055,29.45
"Jun 27, 04:00 pm",34664.9,6.14,4.98603,29.28
"Jun 27, 05:00 pm",333779,17.01,0,24.72
"Jun 27, 06:00 pm",0,2.31,0,22.77
"Jun 27, 07:00 pm",14297.5,4.81,1.93939,22.73
"Jun 27, 08:00 pm",61381.3,7.02,4.76119,23.77
"Jun 27, 09:00 pm",46212.3,6.5,3.05389,23.24
"Jun 27, 10:00 pm",82963.3,7.59,2.78702,23.19
"Jun 27, 11:00 pm",72134.2,7.29,2.70817,23.72
"Jun 28, 12:00 am",68939.7,7.2,2.50357,23.75
"Jun 28, 01:00 am",71142.8,7.26,2.54152,23.79
"Jun 28, 02:00 am",78490.5,7.49,3.93398,23.63
"Jun 28, 03:00 am",107235,8.29,5.26579,23.14
"Jun 28, 04:00 am",86999.7,7.7,3.57708,22.72
"Jun 28, 05:00 am",83436.7,7.62,3.93608,22.43
"Jun 28, 06:00 am",51578.9,6.7,4.47359,23.05
"Jun 28, 07:00 am",64931.4,7.08,2.39824,24.25
"Jun 28, 08:00 am",38448.1,6.29,7.22027,25.37
"Jun 28, 09:00 am",26052.6,5.73,4.80686,26.57
"Jun 28, 10:00 am",29396,5.94,5.69952,27.58
"Jun 28, 11:00 am",64112,7.16,5.80431,28.33
"Jun 28, 12:00 pm",101417,8.07,1.70428,29.06
"Jun 28, 01:00 pm",30243.8,6.02,8.55583,29.28
"Jun 28, 02:00 pm",61219.5,7.02,2.49384,29.95
"Jun 28, 03:00 pm",96376.6,8,4.22279,29.88
"Jun 28, 04:00 pm",76521.5,7.46,3.25602,28.22
"Jun 28, 05:00 pm",105696,8.26,3.40058,28.76
"Jun 28, 06:00 pm",143408,9.13,1.89535,26.93
"Jun 28, 07:00 pm",79230.4,7.58,5.72053,25.98
"Jun 28, 08:00 pm",168668,9.82,4.71647,25.5
"Jun 28, 09:00 pm",227472,11.19,3.12145,25.42
"Jun 28, 10:00 pm",230387,11.27,3.02787,25.18
"Jun 28, 11:00 pm",255807,11.91,3.18164,24.97
"Jun 29, 12:00 am",238090,11.38,1.8607,25
"Jun 29, 01:00 am",212196,10.7,1.38957,24.95
"Jun 29, 02:00 am",305058,13.38,0.807844,23.38
"Jun 29, 03:00 am",38165.3,6.18,2.72995,20.51
"Jun 29, 04:00 am",51381.4,6.66,3.18196,20.48
"Jun 29, 05:00 am",89321.6,7.72,2.94733,20.12
"Jun 29, 06:00 am",64941.3,7.07,2.80029,21.21
"Jun 29, 07:00 am",24298.9,5.57,3.2965,22.68
"Jun 29, 08:00 am",62084.6,7.01,2.9012,24.7
"Jun 29, 09:00 am",54802.6,6.8,3.26194,25.53
"Jun 29, 10:00 am",49799.6,6.64,2.51291,26.61
"Jun 29, 11:00 am",46853.7,6.55,2.94548,27.42
"Jun 29, 12:00 pm",28332.1,5.86,2.87891,28.19
"Jun 29, 01:00 pm",24281.9,5.61,3.23507,28.88
"Jun 29, 02:00 pm",871.155,3.88,12.6257,28.96
"Jun 29, 03:00 pm",28140.1,5.84,1.85661,29.5
"Jun 29, 04:00 pm",51962.2,6.75,3.33079,29.64
"Jun 29, 05:00 pm",150617,9.32,1.93318,27.94
"Jun 29, 06:00 pm",20052.1,5.33,1.81425,28.08
"Jun 29, 07:00 pm",81834.3,7.67,5.64111,27.36
"Jun 29, 08:00 pm",153462,9.47,4.6686,26.67
"Jun 29, 09:00 pm",189596,10.19,1.94509,25.46
"Jun 29, 10:00 pm",172754,9.81,2.17459,24.93
"Jun 29, 11:00 pm",165175,9.62,1.68792,24.69
"Jun 30, 12:00 am",280169,12.37,0.834594,19.76
"Jun 30, 01:00 am",330.471,3.83,7.64326,21.25
"Jun 30, 02:00 am",12219.1,4.63,3.04161,20.72
"Jun 30, 03:00 am",310089,13.53,0.44272,19.99
"Jun 30, 04:00 am",268564,12.04,0.871289,21.3
"Jun 30, 05:00 am",153023,9.32,1.96122,22.7
"Jun 30, 06:00 am",287691,12.81,1.93457,23.02
"Jun 30, 07:00 am",200638,10.41,1.54721,23.85
"Jun 30, 08:00 am",141921,9.09,2.2121,24.94
"Jun 30, 09:00 am",123382,8.66,2.23707,26.31
"Jun 30, 10:00 am",170208,9.78,1.75539,27.33
"Jun 30, 11:00 am",123608,8.69,2.29581,28.34
"Jun 30, 12:00 pm",89357.8,7.83,3.74261,29.32
"Jun 30, 01:00 pm",91322.2,7.88,3.63323,30.07
"Jun 30, 02:00 pm",110009,8.37,2.47993,30.44
"Jun 30, 03:00 pm",111498,8.42,2.97535,30.61
"Jun 30, 04:00 pm",155824,9.48,1.81727,30.73
"Jun 30, 05:00 pm",120528,8.62,1.73445,30.48
"Jun 30, 06:00 pm",213894,10.82,1.2268,30.01
"Jun 30, 07:00 pm",260285,11.97,1.1004,29.32
"Jun 30, 08:00 pm",274520,12.35,0.791757,28.81
"Jun 30, 09:00 pm",300815,13.22,0.472854,28.09
"Jun 30, 10:00 pm",321263,14.41,0.289496,27.38
"Jun 30, 11:00 pm",30469.4,5.93,4.05957,19.96
"Jul 1, 12:00 am",0,3.53,0,20.69
"Jul 1, 01:00 am",16530.8,5.01,1.87968,19.55
"Jul 1, 02:00 am",123480,8.6,1.68929,20.36
"Jul 1, 03:00 am",101006,8,1.75412,19.78
"Jul 1, 04:00 am",105598,8.16,2.12573,19.84
"Jul 1, 05:00 am",105049,8.12,1.44015,19.9
"Jul 1, 06:00 am",67875.1,7.18,3.62541,20.13
"Jul 1, 07:00 am",58518.6,6.92,4.43595,21.17
"Jul 1, 08:00 am",27879.3,5.83,3.96946,23.07
"Jul 1, 09:00 am",38008.5,6.24,4.49,24.54
"Jul 1, 10:00 am",60206,6.98,3.1701,25.32
"Jul 1, 11:00 am",91315.9,7.83,2.9382,25.91
"Jul 1, 12:00 pm",100724,8.04,1.63298,26.31
"Jul 1, 01:00 pm",147786,9.24,1.52727,26.64
"Jul 1, 02:00 pm",193677,10.29,1.33556,26.74
"Jul 1, 03:00 pm",196195,10.35,1.42413,26.76
"Jul 1, 04:00 pm",205433,10.55,1.29636,26.3
"Jul 1, 05:00 pm",135809,8.94,1.8011,25.64
"Jul 1, 06:00 pm",108140,8.26,1.89125,25.18
"Jul 1, 07:00 pm",102361,8.08,1.66782,24.65
"Jul 1, 08:00 pm",148363,9.24,1.96407,23.97
"Jul 1, 09:00 pm",167681,9.67,1.36555,23.3
"Jul 1, 10:00 pm",69843.1,7.25,3.67636,22.4
"Jul 1, 11:00 pm",113799,8.37,2.31833,21.51
"Jul 2, 12:00 am",78270.9,7.43,2.07492,20.62
"Jul 2, 01:00 am",50207.2,6.62,2.7335,19.71
"Jul 2, 02:00 am",84712.1,7.6,2.24845,18.82
"Jul 2, 03:00 am",78677.7,7.42,2.07654,18.28
"Jul 2, 04:00 am",76736.6,7.36,2.21203,17.47
"Jul 2, 05:00 am",78083.9,7.39,2.21674,16.62
"Jul 2, 06:00 am",55162.1,6.73,2.45872,15.68
"Jul 2, 07:00 am",71356.9,7.2,2.24893,15.92
"Jul 2, 08:00 am",27628.2,5.72,1.75647,16.48
"Jul 2, 09:00 am",40547.5,6.26,3.52825,17.05
"Jul 2, 10:00 am",32840.8,6.01,5.92303,18
"Jul 2, 11:00 am",56180.3,6.8,3.83827,18.3
"Jul 2, 12:00 pm",32697.1,5.99,4.4809,18.72
"Jul 2, 01:00 pm",97482.9,7.88,2.63779,18.21
"Jul 2, 02:00 pm",84752.6,7.63,4.0292,18.7
"Jul 2, 03:00 pm",55976.3,6.77,2.53547,18.29
"Jul 2, 04:00 pm",80353.8,7.45,2.10453,17.5
"Jul 2, 05:00 pm",65133.5,7.03,2.15611,17.1
"Jul 2, 06:00 pm",76958.6,7.35,2.25114,16.63
"Jul 2, 07:00 pm",56875.9,6.78,2.44763,16.48
"Jul 2, 08:00 pm",84406.1,7.55,2.00868,16.22
"Jul 2, 09:00 pm",49636.2,6.55,2.21256,15.98
"Jul 2, 10:00 pm",42838.6,6.32,2.64279,15.83
"Jul 2, 11:00 pm",10188.2,4.23,0.45944,15.57
"Jul 3, 12:00 am",0,3.54,0,13.49
"Jul 3, 01:00 am",0,3.17,0,13.27
"Jul 3, 02:00 am",0,2.7,0,13.42
"Jul 3, 03:00 am",0,2.79,0,13.48
"Jul 3, 04:00 am",0,2.37,0,13.59
"Jul 3, 05:00 am",0,2.46,0,13.53
"Jul 3, 06:00 am",0,2.16,0,13.8
"Jul 3, 07:00 am",0,2.77,0,15.18
"Jul 3, 08:00 am",0,2.39,0,16.32
"Jul 3, 09:00 am",0,2.58,0,17.36
"Jul 3, 10:00 am",0,2.41,0,18.51
"Jul 3, 11:00 am",0,3.2,0,19.55
"Jul 3, 12:00 pm",9947.11,4.14,0.490313,20.37
"Jul 3, 01:00 pm",12001.3,4.58,1.397,21.03
"Jul 3, 02:00 pm",7206.8,4.02,9.81452,21.57
"Jul 3, 03:00 pm",0,3.76,0,21.43
"Jul 3, 04:00 pm",0,2.53,0,21.84
"Jul 3, 05:00 pm",0,1.54,0,21.5
"Jul 3, 06:00 pm",16131.4,4.96,1.73342,21.77
"Jul 3, 07:00 pm",23484.5,5.54,6.27012,20.01
"Jul 3, 08:00 pm",48233.3,6.56,4.68982,19.6
"Jul 3, 09:00 pm",29354.3,5.87,5.28444,19.35
"Jul 3, 10:00 pm",22344.3,5.41,2.32452,18.8
"Jul 3, 11:00 pm",0,3.24,0,19.21
"Jul 4, 12:00 am",0,2.84,0,18.56
"Jul 4, 01:00 am",0,3.24,0,18.46
"Jul 4, 02:00 am",0,2.66,0,19.04
"Jul 4, 03:00 am",0,2.88,0,18.56
"Jul 4, 04:00 am",0,2.95,0,18.14
"Jul 4, 05:00 am",0,3.74,0,18.92
"Jul 4, 06:00 am",3525.37,3.92,27.2307,18.75
"Jul 4, 07:00 am",0,2.83,0,18.37
"Jul 4, 08:00 am",0,2,0,19.73
"Jul 4, 09:00 am",0,2.46,0,21.09
"Jul 4, 10:00 am",0,3.14,0,21.96
"Jul 4, 11:00 am",0,3.31,0,22.54
"Jul 4, 12:00 pm",0,3.58,0,22.88
"Jul 4, 01:00 pm",0,3.72,0,23.07
"Jul 4, 02:00 pm",0,2.92,0,23.52
"Jul 4, 03:00 pm",0,2.34,0,23.61
"Jul 4, 04:00 pm",0,2.22,0,23.59
"Jul 4, 05:00 pm",0,2.01,0,23.55
"Jul 4, 06:00 pm",0,2.41,0,23.34
"Jul 4, 07:00 pm",0,3.44,0,23.05
"Jul 4, 08:00 pm",0,3.72,0,22.35
"Jul 4, 09:00 pm",9358.99,4.11,5.80858,21.03
"Jul 4, 10:00 pm",25517.4,5.61,2.88148,20.61
"Jul 4, 11:00 pm",14271.8,4.78,1.86922,20.35
"Jul 5, 12:00 am",34116.3,6.02,3.58922,20.14
"Jul 5, 01:00 am",11821.7,4.54,1.27494,19.31
"Jul 5, 02:00 am",0,3.18,0,19.06
"Jul 5, 03:00 am",0,3.59,0,18.5
"Jul 5, 04:00 am",11981.6,4.61,5.76934,18.87
"Jul 5, 05:00 am",16151,5,5.64426,19.07
"Jul 5, 06:00 am",0,3.61,0,19
"Jul 5, 07:00 am",11034.6,4.48,4.40709,20.2
"Jul 5, 08:00 am",10570.5,4.37,1.56004,22.13
"Jul 5, 09:00 am",50345.7,6.62,2.99575,22.73
"Jul 5, 10:00 am",82292.5,7.57,3.71576,23.01
"Jul 5, 11:00 am",88991.6,7.72,2.85614,23.49
"Jul 5, 12:00 pm",58702.5,6.88,2.50747,24
"Jul 5, 01:00 pm",33404.3,6.02,2.83,24.5
"Jul 5, 02:00 pm",49909.6,6.67,5.53968,24.75
"Jul 5, 03:00 pm",48089.3,6.56,2.76728,24.85
"Jul 5, 04:00 pm",56307.8,6.82,2.54652,24.93
"Jul 5, 05:00 pm",62774.3,7.02,2.69271,24.69
"Jul 5, 06:00 pm",24152.2,5.55,2.1636,24.41
"Jul 5, 07:00 pm",29936.7,5.9,2.6493,24.12
"Jul 5, 08:00 pm",50434.6,6.7,6.43601,23.89
"Jul 5, 09:00 pm",68919.7,7.27,6.68696,23.12
"Jul 5, 10:00 pm",121771,8.64,4.47985,22.61
"Jul 5, 11:00 pm",141070,9.05,2.82548,22.37
"Jul 6, 12:00 am",104991,8.11,1.57225,21.41
"Jul 6, 01:00 am",141952,9.02,1.68896,21.08
"Jul 6, 02:00 am",100728,7.97,1.71459,20.34
"Jul 6, 03:00 am",107216,8.18,2.41316,19.69
"Jul 6, 04:00 am",85680.7,7.61,2.34367,18.18
"Jul 6, 05:00 am",50417.1,6.61,3.58643,17.33
"Jul 6, 06:00 am",39116.5,6.19,2.41437,17.9
"Jul 6, 07:00 am",44965.5,6.43,3.16769,19.37
"Jul 6, 08:00 am",51785.1,6.68,3.34846,21.34
"Jul 6, 09:00 am",53102.8,6.74,3.87615,22.77
"Jul 6, 10:00 am",57062,6.85,2.48489,24.29
"Jul 6, 11:00 am",65594,7.14,3.32867,25.59
"Jul 6, 12:00 pm",65441.4,7.14,3.06403,26.63
"Jul 6, 01:00 pm",106300,8.24,2.54606,27.08
"Jul 6, 02:00 pm",136465,8.98,2.34075,27.35
"Jul 6, 03:00 pm",117000,8.52,2.74281,27.82
"Jul 6, 04:00 pm",182080,10.05,2.2897,28.24
"Jul 6, 05:00 pm",154867,9.43,1.94632,28.33
"Jul 6, 06:00 pm",205331,10.57,1.34921,28
"Jul 6, 07:00 pm",232102,11.22,0.936661,27.4
"Jul 6, 08:00 pm",287252,12.72,0.627447,26.71
"Jul 6, 09:00 pm",312747,13.8,0.633669,24.53
"Jul 6, 10:00 pm",308744,13.59,0.706324,23.85
"Jul 6, 11:00 pm",304108,13.32,0.506963,23.9
"Jul 7, 12:00 am",333779,18.9,0,22.14
"Jul 7, 01:00 am",190296,10.16,1.24538,22.33
"Jul 7, 02:00 am",186594,10.04,1.32679,20.39
"Jul 7, 03:00 am",220493,10.85,1.35786,20.24
"Jul 7, 04:00 am",179614,9.89,1.7861,19.71
"Jul 7, 05:00 am",120640,8.58,3.28854,20.92
"Jul 7, 06:00 am",146870,9.23,3.20295,22.01
"Jul 7, 07:00 am",105834,8.23,3.30537,23.9
"Jul 7, 08:00 am",44917,6.51,4.82746,24.92
"Jul 7, 09:00 am",20259.3,5.36,3.03964,25.88
"Jul 7, 10:00 am",16794.6,5.09,2.9871,26.83
"Jul 7, 11:00 am",23218.1,5.56,3.89759,27.61
"Jul 7, 12:00 pm",17377.7,5.14,2.24112,28.28
"Jul 7, 01:00 pm",39250.1,6.31,4.0211,28.5
"Jul 7, 02:00 pm",27289.8,5.83,3.93538,29.01
"Jul 7, 03:00 pm",19302.5,5.33,4.47201,29.18
"Jul 7, 04:00 pm",61559.7,7.07,3.93918,29.24
"Jul 7, 05:00 pm",39773.8,6.35,5.01473,28.82
"Jul 7, 06:00 pm",21437.6,5.48,5.19808,28.25
"Jul 7, 07:00 pm",124068,8.73,2.82589,28.26
"Jul 7, 08:00 pm",58436,6.93,2.32171,27.57
"Jul 7, 09:00 pm",90632.1,7.82,2.41869,27.06
"Jul 7, 10:00 pm",66623.7,7.17,2.13995,26.26
"Jul 7, 11:00 pm",32924.1,6.06,4.38742,25.41
"Jul 8, 12:00 am",189520,10.19,1.98896,23.21
"Jul 8, 01:00 am",119502,8.51,1.60946,21.92
"Jul 8, 02:00 am",48676.9,6.59,2.76845,21.49
"Jul 8, 03:00 am",149052,9.28,3.24365,21.06
"Jul 8, 04:00 am",132186,8.81,2.11971,19.05
"Jul 8, 05:00 am",151683,9.31,2.88759,19.29
"Jul 8, 06:00 am",108997,8.29,3.55193,20.61
"Jul 8, 07:00 am",136905,8.95,2.22637,21.86
"Jul 8, 08:00 am",129617,8.79,2.21211,22.84
"Jul 8, 09:00 am",127425,8.73,1.65459,23.72
"Jul 8, 10:00 am",114647,8.41,1.95489,24.12
"Jul 8, 11:00 am",127196,8.77,3.07945,24.29
"Jul 8, 12:00 pm",160740,9.52,1.54985,24.78
"Jul 8, 01:00 pm",110574,8.33,2.35879,25.12
"Jul 8, 02:00 pm",172679,9.81,1.7196,25.09
"Jul 8, 03:00 pm",173706,9.86,2.73332,24.69
"Jul 8, 04:00 pm",300517,13.14,0.473656,24.49
"Jul 8, 05:00 pm",239504,11.38,1.26917,23.92
"Jul 8, 06:00 pm",80340.1,7.51,1.97254,23.32
"Jul 8, 07:00 pm",131849,8.82,1.82488,22.93
"Jul 8, 08:00 pm",50416.8,6.64,2.2143,22.74
"Jul 8, 09:00 pm",105732,8.16,1.46001,22.63
"Jul 8, 10:00 pm",39557.3,6.25,2.60706,22.16
"Jul 8, 11:00 pm",49659.8,6.61,2.2891,21.93
"Jul 9, 12:00 am",50849.3,6.66,3.25596,21.64
"Jul 9, 01:00 am",93578.3,7.83,2.63448,21.56
"Jul 9, 02:00 am",52135.5,6.69,2.91591,21.31
"Jul 9, 03:00 am",46713.4,6.52,3.7559,21.01
"Jul 9, 04:00 am",62397.4,6.99,2.51565,20.82
"Jul 9, 05:00 am",37820,6.17,2.74402,20.54
"Jul 9, 06:00 am",19712.3,5.26,1.83137,20.61
"Jul 9, 07:00 am",11486.9,4.53,2.05318,21.27
"Jul 9, 08:00 am",10213.2,4.29,0.767318,22.04
"Jul 9, 09:00 am",16339,5.01,2.62531,22.73
"Jul 9, 10:00 am",14299.9,4.83,2.93543,23.32
"Jul 9, 11:00 am",59212.8,6.93,3.5325,23.68
"Jul 9, 12:00 pm",30844.9,5.96,4.34491,24.24
"Jul 9, 01:00 pm",15073.7,4.89,1.92795,23.99
"Jul 9, 02:00 pm",47527.8,6.56,3.44785,24.14
"Jul 9, 03:00 pm",45615.6,6.48,2.59244,24.29
"Jul 9, 04:00 pm",27342.6,5.76,2.3251,24.11
"Jul 9, 05:00 pm",28376.4,5.81,1.72078,23.47
"Jul 9, 06:00 pm",101227,8.01,1.66308,22.9
"Jul 9, 07:00 pm",72185.9,7.28,2.8075,22.3
"Jul 9, 08:00 pm",66860.8,7.13,2.70603,21.97
"Jul 9, 09:00 pm",71936.8,7.34,6.47287,21.46
"Jul 9, 10:00 pm",9786.18,4.12,1.46572,21.12
"Jul 9, 11:00 pm",11004,4.44,1.59096,20.59
"Jul 10, 12:00 am",16155.1,4.96,1.79443,20.18
"Jul 10, 01:00 am",16267.5,4.97,1.92177,19.84
"Jul 10, 02:00 am",4235.66,3.96,28.8331,19.4
"Jul 10, 03:00 am",0,3.3,0,19.51
"Jul 10, 04:00 am",0,3.34,0,19.29
"Jul 10, 05:00 am",0,3.42,0,19.22
"Jul 10, 06:00 am",0,2.81,0,18.86
"Jul 10, 07:00 am",0,2.11,0,19.75
"Jul 10, 08:00 am",0,1.8,0,21.04
"Jul 10, 09:00 am",0,2.09,0,21.95
"Jul 10, 10:00 am",0,2.25,0,22.64
"Jul 10, 11:00 am",0,2,0,23.3
"Jul 10, 12:00 pm",0,3.17,0,23.75
"Jul 10, 01:00 pm",0,1.15,0,24.12
"Jul 10, 02:00 pm",0,1.21,0,24.3
"Jul 10, 03:00 pm",0,3.14,0,24.44
"Jul 10, 04:00 pm",0,2.23,0,24.36
"Jul 10, 05:00 pm",0,2.84,0,24.15
"Jul 10, 06:00 pm",0,3.49,0,23.91
"Jul 10, 07:00 pm",10768.9,4.41,1.39466,23.32
"Jul 10, 08:00 pm",29401.9,5.89,4.98787,22.29
"Jul 10, 09:00 pm",80605.6,7.52,3.72958,21.82
"Jul 10, 10:00 pm",61887.8,6.96,2.479,21.38
