"Time stamp","System power generated | (kW)","Irradiance GHI calculated | (W/m2)","Inverter DC input power | (kW)"
"27711",27681,304.201,28389.6
"27712",37180.3,277.632,38111.3
"27713",54370.9,248.231,55792.9
"27714",37740.5,90.0268,38691.2
"27715",-7.96385,0,0
"27716",-7.96385,0,0
"27717",-7.96385,0,0
"27718",-7.96385,0,0
"27719",-7.96385,0,0
"27720",-7.96385,0,0
"27721",-7.96385,0,0
"27722",-7.96385,0,0
"27723",-7.96385,0,0
"27724",-7.96385,0,0
"27725",-7.96385,0,0
"27726",-7.96385,0,0
"27727",-7.96385,2.49059,0
"27728",47696.1,139.317,48920
"27729",72000,353.329,74041.2
"27730",79148.9,551.857,81469.7
"27731",77824.7,708.069,80087.3
"27732",75489.3,805.395,77655.4
"27733",74160.4,832.752,76272.5
"27734",75800.5,790.508,77976.6
"27735",77454.2,677.151,79696.6
"27736",77434.9,510.041,79677.8
"27737",67534.6,303.75,69399.6
"27738",38893.9,94.0241,39869.5
"27739",-7.96385,0,0
"27740",-7.96385,0,0
"27741",-7.96385,0,0
"27742",-7.96385,0,0
"27743",-7.96385,0,0
"27744",-7.96385,0,0
"27745",-7.96385,0,0
"27746",-7.96385,0,0
"27747",-7.96385,0,0
"27748",-7.96385,0,0
"27749",-7.96385,0,0
"27750",-7.96385,0,0
"27751",-7.96385,1.68722,0
"27752",41461.4,131.389,42503
"27753",10108,64.0827,10490
"27754",65592,470.933,67382.4
"27755",8221.35,101,8572.8
"27756",15608.7,179,16077.4
"27757",29433.5,328.619,30174.1
"27758",32255.7,355.323,33060.4
"27759",13683,164,14119.2
"27760",68196.1,464.942,70078.9
"27761",49293.9,241.576,50551.5
"27762",29499.6,85.8188,30245.9
"27763",-7.96385,0,0
"27764",-7.96385,0,0
"27765",-7.96385,0,0
"27766",-7.96385,0,0
"27767",-7.96385,0,0
"27768",-7.96385,0,0
"27769",-7.96385,0,0
"27770",-7.96385,0,0
"27771",-7.96385,0,0
"27772",-7.96385,0,0
"27773",-7.96385,0,0
"27774",-7.96385,0,0
"27775",-7.96385,1,0
"27776",28287.5,104.305,29007
"27777",16712,129.021,17202
"27778",68558.4,496.445,70454.8
"27779",72248,671.208,74281.6
"27780",25033.9,270.851,25679.7
"27781",52028.1,583.973,53363.4
"27782",46812.7,504.509,47993.9
"27783",46898.6,457.007,48082.9
"27784",37652.9,314.853,38588.9
"27785",345.106,8,588.179
"27786",7063.53,52.3894,7399.28
"27787",-7.96385,0,0
"27788",-7.96385,0,0
"27789",-7.96385,0,0
"27790",-7.96385,0,0
"27791",-7.96385,0,0
"27792",-7.96385,0,0
"27793",-7.96385,0,0
"27794",-7.96385,0,0
"27795",-7.96385,0,0
"27796",-7.96385,0,0
"27797",-7.96385,0,0
"27798",-7.96385,0,0
"27799",-7.96385,2,0
"27800",121.837,5,362.422
"27801",604.557,11,850.544
"27802",3345.18,45,3628.57
"27803",4266.1,55,4561.14
"27804",13965.3,160.757,14406.2
"27805",27720.1,309.134,28422.9
"27806",64617.1,675.083,66368.6
"27807",48428,469.162,49657.4
"27808",23780.7,231.1,24402.7
"27809",65581.3,301.583,67372.3
"27810",37570.4,95.6976,38509
"27811",-7.96385,0,0
"27812",-7.96385,0,0
"27813",-7.96385,0,0
"27814",-7.96385,0,0
"27815",-7.96385,0,0
"27816",-7.96385,0,0
"27817",-7.96385,0,0
"27818",-7.96385,0,0
"27819",-7.96385,0,0
"27820",-7.96385,0,0
"27821",-7.96385,0,0
"27822",-7.96385,0,0
"27823",-7.96385,3.53353,0
"27824",38587.9,120.633,39555.1
"27825",20803.2,128.061,21370.7
"27826",27261.2,215.695,27957.9
"27827",48783.7,447.621,50025.1
"27828",22256.7,252.762,22847.7
"27829",26744.1,298.607,27425.8
"27830",73636.4,777.902,75722.6
"27831",74795.1,665.771,76926.8
"27832",71964.1,489.04,73987.4
"27833",55336.1,276.995,56778.9
"27834",35021.3,95.6441,35896.6
"27835",-7.96385,0,0
"27836",-7.96385,0,0
"27837",-7.96385,0,0
"27838",-7.96385,0,0
"27839",-7.96385,0,0
"27840",-7.96385,0,0
"27841",-7.96385,0,0
"27842",-7.96385,0,0
"27843",-7.96385,0,0
"27844",-7.96385,0,0
"27845",-7.96385,0,0
"27846",-7.96385,0,0
"27847",-7.96385,3.85052,0
"27848",1750.2,25,2014.52
"27849",3784.1,48.3967,4076.21
"27850",16085.1,162.136,16566.7
"27851",57398.2,530.507,58910.9
"27852",25000.2,279.259,25648.9
"27853",27996.5,309.521,28707.9
"27854",22497.5,254.505,23094.9
"27855",20170.5,230.24,20723.3
"27856",16434.4,180.386,16919.8
"27857",7449.99,87.0333,7792.14
"27858",12663.5,52.1783,13086.5
"27859",-7.96385,0,0
"27860",-7.96385,0,0
"27861",-7.96385,0,0
"27862",-7.96385,0,0
"27863",-7.96385,0,0
"27864",-7.96385,0,0
"27865",-7.96385,0,0
"27866",-7.96385,0,0
"27867",-7.96385,0,0
"27868",-7.96385,0,0
"27869",-7.96385,0,0
"27870",-7.96385,0,0
"27871",-7.96385,5,242.291
"27872",285.649,7,528.057
"27873",1012.69,16,1264.96
"27874",1890.59,27,2155.33
"27875",2454.36,33,2726.32
"27876",5508.87,66,5822.34
"27877",6553.05,76,6880.85
"27878",10578.8,123.754,10966.5
"27879",38495.1,395.428,39455.2
"27880",12871.2,145.823,13296.7
"27881",18727.2,155.945,19255.4
"27882",4651.53,46.4453,4955.13
"27883",-7.96385,0,0
"27884",-7.96385,0,0
"27885",-7.96385,0,0
"27886",-7.96385,0,0
"27887",-7.96385,0,0
"27888",-7.96385,0,0
"27889",-7.96385,0,0
"27890",-7.96385,0,0
"27891",-7.96385,0,0
"27892",-7.96385,0,0
"27893",-7.96385,0,0
"27894",-7.96385,0,0
"27895",17.781,5,257.213
"27896",786.445,13,1038.59
"27897",4196.45,53,4496.79
"27898",12290.2,143,12711.2
"27899",11455,133,11861.9
"27900",11122.4,125,11523.6
"27901",33964.1,366.62,34818
"27902",38809.1,402.367,39783.2
"27903",33226.1,340.027,34062.1
"27904",15530.1,173.113,16003.8
"27905",13283.9,118.469,13720.2
"27906",40940.9,104.973,41973.2
"27907",-7.96385,0,0
"27908",-7.96385,0,0
"27909",-7.96385,0,0
"27910",-7.96385,0,0
"27911",-7.96385,0,0
"27912",-7.96385,0,0
"27913",-7.96385,0,0
"27914",-7.96385,0,0
"27915",-7.96385,0,0
"27916",-7.96385,0,0
"27917",-7.96385,0,0
"27918",-7.96385,0,0
"27919",4147.08,10.5594,4450.15
"27920",59983.9,186.939,61596.1
"27921",78798.7,409.634,81111.5
"27922",71689.6,538.461,73717.2
"27923",70355.8,653.77,72330.4
"27924",81107.5,866.473,83508.4
"27925",78641,874.361,80938.7
"27926",81442.9,844.724,83856.1
"27927",83137.5,728.977,85622.2
"27928",78332.9,529.199,80617.4
"27929",74055.9,341.945,76172.9
"27930",47700.5,120.581,48921.7
"27931",-7.96385,0,0
"27932",-7.96385,0,0
"27933",-7.96385,0,0
"27934",-7.96385,0,0
"27935",-7.96385,0,0
"27936",-7.96385,0,0
"27937",-7.96385,0,0
"27938",-7.96385,0,0
"27939",-7.96385,0,0
"27940",-7.96385,0,0
"27941",-7.96385,0,0
"27942",-7.96385,0,0
"27943",2662.69,10.5619,2944.38
"27944",33439.1,149.946,34285.2
"27945",48700.4,308.042,49950.7
"27946",49269.3,419.079,50533.7
"27947",77739.2,717.261,80000.3
"27948",67711.6,717.447,69584.4
"27949",57691,631.919,59214.7
"27950",48278.2,497.817,49509.4
"27951",36110.9,350.853,37013.8
"27952",54362.8,416.2,55779.1
"27953",66093.8,316.158,67909.9
"27954",36751,107.164,37675.3
"27955",-7.96385,0,0
"27956",-7.96385,0,0
"27957",-7.96385,0,0
"27958",-7.96385,0,0
"27959",-7.96385,0,0
"27960",-7.96385,0,0
"27961",-7.96385,0,0
"27962",-7.96385,0,0
"27963",-7.96385,0,0
"27964",-7.96385,0,0
"27965",-7.96385,0,0
"27966",-7.96385,0,0
"27967",2886.68,11.8354,3170.27
"27968",52868.5,180.782,54244.3
"27969",60106.2,357.448,61713.2
"27970",78289.4,582.747,80570.1
"27971",78547.5,736.006,80837.3
"27972",67287.4,720.494,69140.8
"27973",63827.3,710.724,65555.6
"27974",66758.1,694.697,68591.1
"27975",73678.7,652.322,75772.2
"27976",77697.7,529.658,79951.8
"27977",50766.2,270.059,52071.1
"27978",37255.3,108.792,38188.3
"27979",-7.96385,0,0
"27980",-7.96385,0,0
"27981",-7.96385,0,0
"27982",-7.96385,0,0
"27983",-7.96385,0,0
"27984",-7.96385,0,0
"27985",-7.96385,0,0
"27986",-7.96385,0,0
"27987",-7.96385,0,0
"27988",-7.96385,0,0
"27989",-7.96385,0,0
"27990",-7.96385,0,0
"27991",374.951,11.0184,618.358
"27992",5567.26,62.9113,5883.77
"27993",27388.2,231.359,28088.4
"27994",46145.1,402.357,47311.2
"27995",21888,252.435,22472.5
"27996",65975.8,712.558,67777
"27997",40694.2,451.55,41708.1
"27998",39355.7,421.195,40334.7
"27999",64870.1,588.724,66631.6
"28000",37260.1,314.385,38186.8
"28001",63828.8,314.956,65555.4
"28002",37189.3,111.443,38116.4
"28003",-7.96385,0,0
"28004",-7.96385,0,0
"28005",-7.96385,0,0
"28006",-7.96385,0,0
"28007",-7.96385,0,0
"28008",-7.96385,0,0
"28009",-7.96385,0,0
"28010",-7.96385,0,0
"28011",-7.96385,0,0
"28012",-7.96385,0,0
"28013",-7.96385,0,0
"28014",-7.96385,0,0
"28015",2776.51,14.2422,3053.15
"28016",46508.7,171.805,47686
"28017",41740.2,237.609,42784.1
"28018",15093.9,142.23,15554.1
"28019",7663.35,95,8005.29
"28020",8238.46,98,8588.07
"28021",38780.2,437.614,39742.2
"28022",46645.7,504.184,47821.1
"28023",66812.4,607.502,68642
"28024",52684.9,410.741,54042.1
"28025",33030,222.015,33854
"28026",9865.63,53.3429,10241.9
"28027",-7.96385,0,0
"28028",-7.96385,0,0
"28029",-7.96385,0,0
"28030",-7.96385,0,0
"28031",-7.96385,0,0
"28032",-7.96385,0,0
"28033",-7.96385,0,0
"28034",-7.96385,0,0
"28035",-7.96385,0,0
"28036",-7.96385,0,0
"28037",-7.96385,0,0
"28038",-7.96385,0,0
"28039",41.981,6,281.681
"28040",113.317,5,353.807
"28041",592.789,11,838.643
"28042",979.984,16,1230.23
"28043",1516.34,22,1773.6
"28044",5484.4,66,5796.68
"28045",17484.5,195.095,17987.5
"28046",30009.4,327.474,30765.8
"28047",16036.9,187.688,16515.8
"28048",9548.46,115.095,9922.14
"28049",11881.3,125.95,12292.1
"28050",4203.78,46.1511,4501.42
"28051",-7.96385,0,0
"28052",-7.96385,0,0
"28053",-7.96385,0,0
"28054",-7.96385,0,0
"28055",-7.96385,0,0
"28056",-7.96385,0,0
"28057",-7.96385,0,0
"28058",-7.96385,0,0
"28059",-7.96385,0,0
"28060",-7.96385,0,0
"28061",-7.96385,0,0
"28062",-7.96385,0,0
"28063",1893.78,10.1997,2162.29
"28064",45373,183.586,46525.9
"28065",62789,369.714,64488
"28066",63680.9,495.359,65408.3
"28067",65500.4,620.9,67290.4
"28068",63948.6,684.503,65682.5
"28069",58909.9,654.915,60470.2
"28070",64609.7,667.925,66364.8
"28071",53009.9,499.144,54380.1
"28072",14274.9,162.507,14723.3
"28073",5709.64,70.7433,6027.06
"28074",435.113,9,679.194
"28075",-7.96385,0,0
"28076",-7.96385,0,0
"28077",-7.96385,0,0
"28078",-7.96385,0,0
"28079",-7.96385,0,0
"28080",-7.96385,0,0
"28081",-7.96385,0,0
"28082",-7.96385,0,0
"28083",-7.96385,0,0
"28084",-7.96385,0,0
"28085",-7.96385,0,0
"28086",-7.96385,0,0
"28087",3824.9,20.5165,4118.5
"28088",945.866,15,1198.43
"28089",1355.87,20,1614.49
"28090",7365.76,90.6106,7709.13
"28091",27712.9,292.521,28423.5
"28092",39773.6,428.449,40770.9
"28093",38688,423.591,39655.7
"28094",45403,488.425,46551.1
"28095",41453.3,422.274,42493.4
"28096",41285.5,365.769,42321.7
"28097",37424,222.647,38361
"28098",19760.7,96.826,20311.2
"28099",-7.96385,0,0
"28100",-7.96385,0,0
"28101",-7.96385,0,0
"28102",-7.96385,0,0
"28103",-7.96385,0,0
"28104",-7.96385,0,0
"28105",-7.96385,0,0
"28106",-7.96385,0,0
"28107",-7.96385,0,0
"28108",-7.96385,0,0
"28109",-7.96385,0,0
"28110",-7.96385,0,0
"28111",10385.1,28.3335,10778.9
"28112",64581.2,225.228,66350.1
"28113",82220.9,452.447,84674.9
"28114",86790.8,653.422,89440.9
"28115",85797.3,807.432,88402.5
"28116",84316.7,903.324,86856.9
"28117",83547.8,925.596,86054.5
"28118",85184,879.911,87761.2
"28119",86672.7,761.591,89315.4
"28120",85859.9,585.975,88467.8
"28121",77373.9,369.172,79626.6
"28122",52789.6,142.867,54166.9
"28123",-7.96385,0,0
"28124",-7.96385,0,0
"28125",-7.96385,0,0
"28126",-7.96385,0,0
"28127",-7.96385,0,0
"28128",-7.96385,0,0
"28129",-7.96385,0,0
"28130",-7.96385,0,0
"28131",-7.96385,0,0
"28132",-7.96385,0,0
"28133",-7.96385,0,0
"28134",-7.96385,0,0
"28135",13235.1,30.7825,13677.7
"28136",66560.9,233.812,68404.4
"28137",83357.3,461.025,85861
"28138",87429.4,662.699,90107.4
"28139",85943.3,814.109,88553.6
"28140",83948.9,905.425,86470.9
"28141",82699.4,922.819,85166.6
"28142",83775,872.446,86287.5
"28143",84830.6,752.935,87388.5
"28144",84532.9,578.905,87078.5
"28145",76009.8,366.975,78203.7
"28146",53325.5,144.638,54717.4
"28147",-7.96385,2.1251,0
"28148",-7.96385,0,0
"28149",-7.96385,0,0
"28150",-7.96385,0,0
"28151",-7.96385,0,0
"28152",-7.96385,0,0
"28153",-7.96385,0,0
"28154",-7.96385,0,0
"28155",-7.96385,0,0
"28156",-7.96385,0,0
"28157",-7.96385,0,0
"28158",-7.96385,0,0
"28159",2585.05,23.7962,2865.21
"28160",23948.4,153.218,24583.4
"28161",77794.2,442.959,80059.8
"28162",79989.3,612.606,82341.6
"28163",78532,749.353,80822.7
"28164",56165.4,603.436,57638.1
"28165",57794,639.66,59319.2
"28166",68363.6,711.367,70257.8
"28167",62337.4,581.806,64016.5
"28168",45080.6,383.22,46219.5
"28169",55831.1,305.791,57295.2
"28170",4566.25,50.0685,4869.62
"28171",-7.96385,0.835792,0
"28172",-7.96385,0,0
"28173",-7.96385,0,0
"28174",-7.96385,0,0
"28175",-7.96385,0,0
"28176",-7.96385,0,0
"28177",-7.96385,0,0
"28178",-7.96385,0,0
"28179",-7.96385,0,0
"28180",-7.96385,0,0
"28181",-7.96385,0,0
"28182",-7.96385,0,0
"28183",660.848,16.1086,909.855
"28184",6544.59,72.3307,6876.46
"28185",19726.2,183.496,20274.4
"28186",15940.3,182.287,16418.7
"28187",28822,309.812,29552.7
"28188",39887,431.422,40882.7
"28189",38388.8,425.395,39345.3
"28190",50762.1,541.176,52063.1
"28191",55804,525.643,57262.9
"28192",31775.9,297.463,32574.2
"28193",9654.13,107.315,10030.4
"28194",2486.84,33.1807,2761.12
"28195",-7.96385,1,0
"28196",-7.96385,0,0
"28197",-7.96385,0,0
"28198",-7.96385,0,0
"28199",-7.96385,0,0
"28200",-7.96385,0,0
"28201",-7.96385,0,0
"28202",-7.96385,0,0
"28203",-7.96385,0,0
"28204",-7.96385,0,0
"28205",-7.96385,0,0
"28206",-7.96385,0,0
"28207",4066.8,32.2371,4364.67
"28208",2038.27,28,2307.19
"28209",3718.01,48,4009.85
"28210",3847.36,50,4140.91
"28211",4709.04,58,5014.46
"28212",7130.45,82,7470.19
"28213",11108,123,11507.8
"28214",8727.97,101,9091.09
"28215",5826.13,72,6147.02
"28216",12628.4,144.843,13053
"28217",21351.6,177.039,21932.1
"28218",21560.1,101.127,22145
"28219",-7.96385,0,0
"28220",-7.96385,0,0
"28221",-7.96385,0,0
"28222",-7.96385,0,0
"28223",-7.96385,0,0
"28224",-7.96385,0,0
"28225",-7.96385,0,0
"28226",-7.96385,0,0
"28227",-7.96385,0,0
"28228",-7.96385,0,0
"28229",-7.96385,0,0
"28230",-7.96385,0,0
"28231",7591.36,33.283,7941.07
"28232",51537.8,219.688,52874.8
"28233",74126,440.36,76248.9
"28234",82638.9,638.678,85107
"28235",83030.3,793.113,85513
"28236",82339.6,890.338,84791.1
"28237",82270.8,920.825,84718.1
"28238",83380.8,871.8,85874.7
"28239",84873.3,758.151,87431.5
"28240",84289.5,584.957,86823.5
"28241",65715.9,346.242,67518.3
"28242",42017.8,141.029,43078.6
"28243",-7.96385,2.43866,0
"28244",-7.96385,0,0
"28245",-7.96385,0,0
"28246",-7.96385,0,0
"28247",-7.96385,0,0
"28248",-7.96385,0,0
"28249",-7.96385,0,0
"28250",-7.96385,0,0
"28251",-7.96385,0,0
"28252",-7.96385,0,0
"28253",-7.96385,0,0
"28254",-7.96385,0,0
"28255",1980.8,28.1367,2252.35
"28256",8880.13,90.6826,9249.66
"28257",31419.8,263.321,32217.2
"28258",39599.9,376.485,40597.1
"28259",21017.7,234.588,21592.4
"28260",23389.8,256.182,24010.3
"28261",31048.9,337.082,31833.5
"28262",51795.3,543,53133.6
"28263",75189.8,663.305,77347.3
"28264",81449.6,570.056,83862.2
"28265",39054.1,263.487,40033.1
"28266",5713.53,60.5659,6033.05
"28267",-7.96385,1,0
"28268",-7.96385,0,0
"28269",-7.96385,0,0
"28270",-7.96385,0,0
"28271",-7.96385,0,0
"28272",-7.96385,0,0
"28273",-7.96385,0,0
"28274",-7.96385,0,0
"28275",-7.96385,0,0
"28276",-7.96385,0,0
"28277",-7.96385,0,0
"28278",-7.96385,0,0
"28279",2188.53,29.1458,2458.78
"28280",1353.6,20,1611.49
"28281",1337.93,20,1594.95
"28282",11265.6,135.292,11666.1
"28283",7955.26,96,8304.42
"28284",10465.8,120,10852.5
"28285",47717.7,526.497,48930.5
"28286",11078.5,128.815,11474.5
"28287",6221.37,78,6544.75
"28288",4602.7,60,4903.3
"28289",1897.89,27,2161.27
"28290",2870.47,38.1912,3147.91
"28291",-7.96385,1,0
"28292",-7.96385,0,0
"28293",-7.96385,0,0
"28294",-7.96385,0,0
"28295",-7.96385,0,0
"28296",-7.96385,0,0
"28297",-7.96385,0,0
"28298",-7.96385,0,0
"28299",-7.96385,0,0
"28300",-7.96385,0,0
"28301",-7.96385,0,0
"28302",-7.96385,0,0
"28303",12504.5,43.0104,12931.7
"28304",57685.4,238.115,59219.1
"28305",84183.7,487.444,86722.2
"28306",87986.5,686.716,90689.4
"28307",86951.3,837.629,89606
"28308",85204.1,926.406,87780.3
"28309",84211.5,942.602,86743.3
"28310",85134.6,890.054,87705.7
"28311",86344.5,771.826,88968.3
"28312",85196.2,597.372,87770.4
"28313",77246,383.611,79488.8
"28314",54469.9,158.504,55896
"28315",-7.96385,4.99803,0
"28316",-7.96385,0,0
"28317",-7.96385,0,0
"28318",-7.96385,0,0
"28319",-7.96385,0,0
"28320",-7.96385,0,0
"28321",-7.96385,0,0
"28322",-7.96385,0,0
"28323",-7.96385,0,0
"28324",-7.96385,0,0
"28325",-7.96385,0,0
"28326",-7.96385,0,0
"28327",11235.3,44.8392,11642.9
"28328",42155.8,214.286,43223.9
"28329",75958.8,455.047,78154.9
"28330",72524.2,580.737,74583.1
"28331",86507.2,837.816,89141.1
"28332",84842.3,925.226,87401.9
"28333",79795.3,891.169,82140.2
"28334",84809.5,886.09,87366.9
"28335",82126.2,730.283,84569.2
"28336",57602.2,444.776,59125.8
"28337",47411.3,292.112,48621.5
"28338",24249.7,121.788,24889.9
"28339",-7.96385,3,0
"28340",-7.96385,0,0
"28341",-7.96385,0,0
"28342",-7.96385,0,0
"28343",-7.96385,0,0
"28344",-7.96385,0,0
"28345",-7.96385,0,0
"28346",-7.96385,0,0
"28347",-7.96385,0,0
"28348",-7.96385,0,0
"28349",-7.96385,0,0
"28350",-7.96385,0,0
"28351",26703.1,58.0385,27398.4
"28352",68254.1,267.957,70155
"28353",83217,495.119,85709.4
"28354",86788.8,693.347,89432.7
"28355",85752.4,841.766,88348.4
"28356",84015.6,927.677,86534.5
"28357",83635.3,949.612,86136.7
"28358",84614.8,897.41,87157.8
"28359",85416.5,774.865,87994.5
"28360",84138.9,601.407,86661.1
"28361",76679.1,388.485,78894.8
"28362",54379,162.221,55799.9
"28363",-7.96385,5.13047,0
"28364",-7.96385,0,0
"28365",-7.96385,0,0
"28366",-7.96385,0,0
"28367",-7.96385,0,0
"28368",-7.96385,0,0
"28369",-7.96385,0,0
"28370",-7.96385,0,0
"28371",-7.96385,0,0
"28372",-7.96385,0,0
"28373",-7.96385,0,0
"28374",-7.96385,0,0
"28375",26495.4,60.1363,27183.4
"28376",65870.7,265.563,67680.4
"28377",80499.9,487.817,82872.5
"28378",72429.6,596.631,74475.8
"28379",79122.6,776.244,81433
"28380",79623.4,883.04,81953.2
"28381",81350.8,930.189,83751.7
"28382",82325,878.596,84766.9
"28383",82521.6,749.005,84972
"28384",82571.7,589.886,85025.1
"28385",49476,305.053,50740.4
"28386",19284.4,116.106,19823.1
"28387",-7.96385,4.81163,0
"28388",-7.96385,0,0
"28389",-7.96385,0,0
"28390",-7.96385,0,0
"28391",-7.96385,0,0
"28392",-7.96385,0,0
"28393",-7.96385,0,0
"28394",-7.96385,0,0
"28395",-7.96385,0,0
"28396",-7.96385,0,0
"28397",-7.96385,0,0
"28398",-7.96385,0,0
"28399",27210.7,61.8363,27911.4
"28400",64793.5,266.064,66561.2
"28401",78553.6,481.754,80843
"28402",82806.9,671.837,85270.7
"28403",64917,642.128,66681.5
"28404",36250.4,402.924,37151.1
"28405",39114.6,438.482,40087.1
"28406",49130.7,530.649,50380.3
"28407",37975.7,378.126,38920.1
"28408",38109.2,335.663,39058.3
"28409",27645,221.039,28349.4
"28410",21008.9,113.996,21579.2
"28411",-7.96385,2.98785,126.643
"28412",-7.96385,0,0
"28413",-7.96385,0,0
"28414",-7.96385,0,0
"28415",-7.96385,0,0
"28416",-7.96385,0,0
"28417",-7.96385,0,0
"28418",-7.96385,0,0
"28419",-7.96385,0,0
"28420",-7.96385,0,0
"28421",-7.96385,0,0
"28422",-7.96385,0,0
"28423",4196.58,33.5139,4494
"28424",24836,162.295,25483.1
"28425",17851.1,187.681,18362.3
"28426",34456.8,342.42,35316.9
"28427",51267.4,528.957,52583.7
"28428",40509.2,448.845,41520
"28429",27614.3,307.882,28316.3
"28430",26403.9,299.163,27080
"28431",30581.6,324.409,31349.3
"28432",17873.6,200.708,18383.4
"28433",22337.7,193.894,22931.9
"28434",9365.07,86.0654,9734.54
"28435",-7.96385,3,112.481
"28436",-7.96385,0,0
"28437",-7.96385,0,0
"28438",-7.96385,0,0
"28439",-7.96385,0,0
"28440",-7.96385,0,0
"28441",-7.96385,0,0
"28442",-7.96385,0,0
"28443",-7.96385,0,0
"28444",-7.96385,0,0
"28445",-7.96385,0,0
"28446",-7.96385,0,0
"28447",390.995,9,634.582
"28448",4002.06,52,4294.74
"28449",10360.3,122.049,10744.8
"28450",10214.2,125.675,10595.8
"28451",11411.8,136,11811.5
"28452",39652.9,442.395,40639.5
"28453",47067.3,530.346,48255.8
"28454",58696.9,628.822,60244.7
"28455",36347.2,384.615,37249.3
"28456",48625.2,416.387,49859.9
"28457",17297.2,174.876,17795.8
"28458",10676.9,92.7627,11065.6
"28459",209.359,4.00087,450.917
"28460",-7.96385,0,0
"28461",-7.96385,0,0
"28462",-7.96385,0,0
"28463",-7.96385,0,0
"28464",-7.96385,0,0
"28465",-7.96385,0,0
"28466",-7.96385,0,0
"28467",-7.96385,0,0
"28468",-7.96385,0,0
"28469",-7.96385,0,0
"28470",-7.96385,0,0
"28471",9041.52,51.6244,9405.98
"28472",13479.8,131.151,13914
"28473",11241,129.648,11638.6
"28474",42544.3,401.505,43608.9
"28475",23976.5,274.396,24602.3
"28476",52848.4,579.8,54211.5
"28477",82339.5,945.753,84781
"28478",83033,889.713,85504.1
"28479",84601.2,777.269,87140.5
"28480",83919.3,602.482,86431.3
"28481",74768.5,390.246,76906.5
"28482",52333.9,168.914,53687.6
"28483",718.005,6.04142,966.699
"28484",-7.96385,0,0
"28485",-7.96385,0,0
"28486",-7.96385,0,0
"28487",-7.96385,0,0
"28488",-7.96385,0,0
"28489",-7.96385,0,0
"28490",-7.96385,0,0
"28491",-7.96385,0,0
"28492",-7.96385,0,0
"28493",-7.96385,0,0
"28494",-7.96385,0,0
"28495",36145.8,80.8531,37056.9
"28496",70784.8,298.127,72778.1
"28497",84836.6,523.002,87398
"28498",88342.5,721.665,91056.4
"28499",86735.2,859.442,89376.7
"28500",87181.4,962.782,89842
"28501",87003.2,981.996,89655.5
"28502",88485.3,928.958,91205.4
"28503",88809.1,803.719,91542.3
"28504",87530,625.836,90206.7
"28505",79901.6,409.594,82252.5
"28506",58071.3,181.075,59612.7
"28507",4037.23,10.4318,4335.58
"28508",-7.96385,0,0
"28509",-7.96385,0,0
"28510",-7.96385,0,0
"28511",-7.96385,0,0
"28512",-7.96385,0,0
"28513",-7.96385,0,0
"28514",-7.96385,0,0
"28515",-7.96385,0,0
"28516",-7.96385,0,0
"28517",-7.96385,0,0
"28518",-7.96385,0,0
"28519",39519.1,88.1368,40518.1
"28520",73592.9,309.838,75695.9
"28521",86168.8,539.278,88788.5
"28522",89043.4,732.923,91787.4
"28523",88190.1,881.479,90893.7
"28524",86526.3,963.389,89154.7
"28525",85741,975.977,88334
"28526",86598.8,921.691,89228.8
"28527",86957.1,796.461,89602.7
"28528",85179.2,618.165,87747.4
"28529",76771.5,402.572,78990.1
"28530",54217.8,175.085,55631.9
"28531",3122.87,9.48454,3407.3
"28532",-7.96385,0,0
"28533",-7.96385,0,0
"28534",-7.96385,0,0
"28535",-7.96385,0,0
"28536",-7.96385,0,0
"28537",-7.96385,0,0
"28538",-7.96385,0,0
"28539",-7.96385,0,0
"28540",-7.96385,0,0
"28541",-7.96385,0,0
"28542",-7.96385,0,0
"28543",32754.3,80.6478,33584.1
"28544",66896.8,291.193,68745.8
"28545",81593.7,513.051,84015.3
"28546",85726.2,708.837,88321.8
"28547",85298.6,853.479,87873.2
"28548",84040.4,937.005,86558.4
"28549",83747.9,955.561,86252
"28550",84466.4,902.592,87000.3
"28551",84998.7,783.084,87555.2
"28552",84287,611.383,86813
"28553",75500.4,399.861,77664.3
"28554",54634.2,177.397,56059.9
"28555",2960.89,9.60391,3241.45
"28556",-7.96385,0,0
"28557",-7.96385,0,0
"28558",-7.96385,0,0
"28559",-7.96385,0,0
"28560",-7.96385,0,0
"28561",-7.96385,0,0
"28562",-7.96385,0,0
"28563",-7.96385,0,0
"28564",-7.96385,0,0
"28565",-7.96385,0,0
"28566",-7.96385,0,0
"28567",8941.44,55.8512,9310.75
"28568",12634.3,123.094,13061
"28569",48601.6,369.792,49846.9
"28570",52886.1,483.674,54259.1
"28571",41994.2,443.02,43049.8
"28572",42104,460.719,43160.8
"28573",73975,831.465,76080.9
"28574",72392,756.159,74435.4
"28575",74656.3,680.962,76787.2
"28576",79228.1,578.703,81542.7
"28577",66811.1,370.038,68646.5
"28578",22932.6,128.697,23540.6
"28579",2260.8,9.56242,2530.74
"28580",-7.96385,0,0
"28581",-7.96385,0,0
"28582",-7.96385,0,0
"28583",-7.96385,0,0
"28584",-7.96385,0,0
"28585",-7.96385,0,0
"28586",-7.96385,0,0
"28587",-7.96385,0,0
"28588",-7.96385,0,0
"28589",-7.96385,0,0
"28590",-7.96385,0,0
"28591",19820.3,74.7905,20368.9
"28592",54309.6,271.504,55722.8
"28593",13275.9,153.537,13707.6
"28594",11391.2,139,11791.2
