"Time stamp","System power generated | (kW)","Irradiance GHI calculated | (W/m2)","Inverter DC input power | (kW)"
"28595",35683.4,369.732,36570
"28596",41687.5,466.842,42726.7
"28597",50492.8,571.003,51780.9
"28598",63651.5,687.6,65367.2
"28599",58224.1,560.722,59755.6
"28600",63237.3,489.044,64939.4
"28601",35190.3,258.632,36064.9
"28602",27989.7,146.692,28700.5
"28603",1044.5,10.2599,1295.67
"28604",-7.96385,0,0
"28605",-7.96385,0,0
"28606",-7.96385,0,0
"28607",-7.96385,0,0
"28608",-7.96385,0,0
"28609",-7.96385,0,0
"28610",-7.96385,0,0
"28611",-7.96385,0,0
"28612",-7.96385,0,0
"28613",-7.96385,0,0
"28614",-7.96385,0,0
"28615",8989.68,36.7795,9354.46
"28616",36066.4,198.148,36964
"28617",9817.41,120,10191.8
"28618",76271.8,649.209,78461.2
"28619",40784.9,412.675,41799.7
"28620",49804.4,551.473,51072.2
"28621",69776.9,799.152,71715
"28622",57107.1,621.987,58602.7
"28623",14237.3,168.082,14681.9
"28624",12993.5,154.837,13418.3
"28625",1472.59,22,1728.82
"28626",1881.96,27,2144.55
"28627",-7.96385,2.03194,138.219
"28628",-7.96385,0,0
"28629",-7.96385,0,0
"28630",-7.96385,0,0
"28631",-7.96385,0,0
"28632",-7.96385,0,0
"28633",-7.96385,0,0
"28634",-7.96385,0,0
"28635",-7.96385,0,0
"28636",-7.96385,0,0
"28637",-7.96385,0,0
"28638",-7.96385,0,0
"28639",353.659,8,596.827
"28640",533.844,10,779.035
"28641",1167.1,18,1420.69
"28642",1892.87,27,2156.29
"28643",4387.59,55,4685.04
"28644",28384.3,312.936,29104.1
"28645",15365.2,171.902,15831.2
"28646",36361,396.859,37267.2
"28647",11965.1,142.759,12374.7
"28648",2615.66,36,2888.8
"28649",847.482,14,1096.22
"28650",121.756,5,362.341
"28651",48.523,6,288.295
"28652",-7.96385,0,0
"28653",-7.96385,0,0
"28654",-7.96385,0,0
"28655",-7.96385,0,0
"28656",-7.96385,0,0
"28657",-7.96385,0,0
"28658",-7.96385,0,0
"28659",-7.96385,0,0
"28660",-7.96385,0,0
"28661",-7.96385,0,0
"28662",-7.96385,0,0
"28663",822.096,14,1070.55
"28664",285.186,7,527.589
"28665",681.081,12,927.933
"28666",4818.88,62,5123.07
"28667",21308.8,242.134,21884.1
"28668",48532.3,532.324,49767.8
"28669",79701,903.456,82035.3
"28670",80511.4,854.394,82879.1
"28671",81539.2,743.344,83949.4
"28672",20647.2,226.339,21209.3
"28673",7518.08,87.4874,7860.84
"28674",21859.9,94.9711,22447.4
"28675",605.941,13.0825,851.943
"28676",-7.96385,0,0
"28677",-7.96385,0,0
"28678",-7.96385,0,0
"28679",-7.96385,0,0
"28680",-7.96385,0,0
"28681",-7.96385,0,0
"28682",-7.96385,0,0
"28683",-7.96385,0,0
"28684",-7.96385,0,0
"28685",-7.96385,0,0
"28686",-7.96385,0,0
"28687",6939.85,59.1034,7278.37
"28688",17803.3,165.489,18317.7
"28689",81166.4,527.634,83568.6
"28690",86408.3,731.744,89032.6
"28691",86492.5,878.569,89118.3
"28692",85946.1,964.451,88546.6
"28693",85597.5,978.192,88182.3
"28694",85194.9,903.854,87762.6
"28695",87507,806.918,90176.9
"28696",87109.3,634.933,89762.7
"28697",78515.4,420.801,80805.2
"28698",57632.8,193.74,59156
"28699",5225.18,16.52,5538.14
"28700",-7.96385,0,0
"28701",-7.96385,0,0
"28702",-7.96385,0,0
"28703",-7.96385,0,0
"28704",-7.96385,0,0
"28705",-7.96385,0,0
"28706",-7.96385,0,0
"28707",-7.96385,0,0
"28708",-7.96385,0,0
"28709",-7.96385,0,0
"28710",-7.96385,0,0
"28711",45240.6,117.475,46391.9
"28712",74042.9,340.194,76159.3
"28713",85852,562.936,88452.7
"28714",87769.6,753.236,90451
"28715",87148.1,893.74,89800.4
"28716",85931.1,971.661,88528.8
"28717",85271.9,981.706,87840.1
"28718",85793.1,923.648,88383.7
"28719",85934.6,799.908,88531.5
"28720",84289.1,622.801,86813.9
"28721",75664.8,412.659,77834.6
"28722",55223.2,190.115,56666.8
"28723",4679.74,16.4903,4983.03
"28724",-7.96385,0,0
"28725",-7.96385,0,0
"28726",-7.96385,0,0
"28727",-7.96385,0,0
"28728",-7.96385,0,0
"28729",-7.96385,0,0
"28730",-7.96385,0,0
"28731",-7.96385,0,0
"28732",-7.96385,0,0
"28733",-7.96385,0,0
"28734",-7.96385,0,0
"28735",18777.5,90.9671,19309.5
"28736",47232,275.387,48433.9
"28737",62560.7,446.251,64245.6
"28738",79451.6,687.911,81773.2
"28739",85538.1,887.07,88115.3
"28740",84404.2,965.068,86930.9
"28741",83708.9,974.132,86205
"28742",84020.4,914.311,86529.6
"28743",83832.6,789.1,86334.1
"28744",82221.2,613.573,84655.2
"28745",73797.8,405.283,75892.1
"28746",53532,188.376,54918.5
"28747",4797.54,16.8014,5101.92
"28748",-7.96385,0,0
"28749",-7.96385,0,0
"28750",-7.96385,0,0
"28751",-7.96385,0,0
"28752",-7.96385,0,0
"28753",-7.96385,0,0
"28754",-7.96385,0,0
"28755",-7.96385,0,0
"28756",-7.96385,0,0
"28757",-7.96385,0,0
"28758",-7.96385,0,0
"28759",35638.5,110.765,36531.7
"28760",65180.1,319.873,66960.2
"28761",78887.9,530.859,81190.2
"28762",83125.3,717.686,85601.9
"28763",83394,856.002,85880
"28764",82339.2,936.808,84779
"28765",82143.5,951.928,84573.8
"28766",82575.4,895.861,85023.4
"28767",82743.8,778.599,85198.9
"28768",81414.4,607.811,83813.9
"28769",73363.4,404.421,75439.8
"28770",52882,187.952,54247.1
"28771",3101.57,15.8635,3382.08
"28772",-7.96385,0,0
"28773",-7.96385,0,0
"28774",-7.96385,0,0
"28775",-7.96385,0,0
"28776",-7.96385,0,0
"28777",-7.96385,0,0
"28778",-7.96385,0,0
"28779",-7.96385,0,0
"28780",-7.96385,0,0
"28781",-7.96385,0,0
"28782",-7.96385,0,0
"28783",21411.3,97.7038,21990.1
"28784",25978.2,197.12,26648.1
"28785",69889.1,494.092,71836.3
"28786",60418.1,552.36,62025.5
"28787",46489.4,491.449,47661.2
"28788",55841.3,625.255,57295.2
"28789",63036.6,720.745,64730.8
"28790",51581.9,560.911,52903.3
"28791",57639.2,557.836,59152.2
"28792",53191.5,443.623,54563
"28793",59079.6,356.071,60641.1
"28794",26618.4,142.04,27298.9
"28795",32.9292,6,272.529
"28796",-7.96385,0,0
"28797",-7.96385,0,0
"28798",-7.96385,0,0
"28799",-7.96385,0,0
"28800",-7.96385,0,0
"28801",-7.96385,0,0
"28802",-7.96385,0,0
"28803",-7.96385,0,0
"28804",-7.96385,0,0
"28805",-7.96385,0,0
"28806",-7.96385,0,0
"28807",1631.86,24,1891.68
"28808",31648.4,219.165,32441.1
"28809",75639.4,522.58,77805.9
"28810",74720.6,650.969,76848.8
"28811",64863.5,661.643,66621.8
"28812",20382.9,233,20935.2
"28813",25000.9,283.195,25644.3
"28814",34773.3,386.947,35635.6
"28815",11986.8,142.746,12394.3
"28816",6723.16,85.2598,7051.57
"28817",43641.3,295.67,44734.6
"28818",26621.6,156.232,27301.9
"28819",1763.33,15.0771,2023.87
"28820",-7.96385,0,0
"28821",-7.96385,0,0
"28822",-7.96385,0,0
"28823",-7.96385,0,0
"28824",-7.96385,0,0
"28825",-7.96385,0,0
"28826",-7.96385,0,0
"28827",-7.96385,0,0
"28828",-7.96385,0,0
"28829",-7.96385,0,0
"28830",-7.96385,0.917896,0
"28831",6399.29,50.2494,6725.29
"28832",24467.8,197.643,25104.9
"28833",24171.3,235.664,24801.7
"28834",33882.3,350.665,34726.1
"28835",50830.4,537.126,52130.1
"28836",58032.6,649.3,59558
"28837",58839.2,668.501,60390.6
"28838",54537.9,585.606,55950.1
"28839",57254.7,556.558,58754.3
"28840",37363.7,339.145,38290.6
"28841",43262.2,308.073,44344.2
"28842",19257.9,131.076,19791.9
"28843",1253.33,10.8916,1506.71
"28844",-7.96385,0,0
"28845",-7.96385,0,0
"28846",-7.96385,0,0
"28847",-7.96385,0,0
"28848",-7.96385,0,0
"28849",-7.96385,0,0
"28850",-7.96385,0,0
"28851",-7.96385,0,0
"28852",-7.96385,0,0
"28853",-7.96385,0,0
"28854",-7.96385,0.926334,0
"28855",3079.8,37.8946,3359.57
"28856",6220.59,73.7121,6543.41
"28857",10664.9,123.928,11053.1
"28858",9883.62,122,10258.9
"28859",6834.38,83.2515,7163.71
"28860",6519.15,78,6843.41
"28861",8182.39,96,8530.46
"28862",11012.8,131,11403.7
"28863",11917.6,145,12323.1
"28864",22694.7,228.6,23292.8
"28865",65066.9,384.052,66833.7
"28866",32494.5,150.192,33304.9
"28867",2773.89,19.0156,3048.16
"28868",-7.96385,0,0
"28869",-7.96385,0,0
"28870",-7.96385,0,0
"28871",-7.96385,0,0
"28872",-7.96385,0,0
"28873",-7.96385,0,0
"28874",-7.96385,0,0
"28875",-7.96385,0,0
"28876",-7.96385,0,0
"28877",-7.96385,0,0
"28878",-7.96385,1.902,0
"28879",34020.5,120.285,34870.9
"28880",57170.7,296.276,58675.1
"28881",77755.4,534.415,80011.4
"28882",60388.2,508.742,61997.7
"28883",70495.1,706.037,72464.9
"28884",26094.8,282.129,26764.4
"28885",32025.5,352.617,32825.6
"28886",20344.1,232.518,20898.7
"28887",13442,159.342,13874.9
"28888",8798.29,109,9158.96
"28889",10794.6,123.911,11186.5
"28890",14542.3,70.4687,14995.7
"28891",2649.01,18.0171,2924.35
"28892",-7.96385,0,0
"28893",-7.96385,0,0
"28894",-7.96385,0,0
"28895",-7.96385,0,0
"28896",-7.96385,0,0
"28897",-7.96385,0,0
"28898",-7.96385,0,0
"28899",-7.96385,0,0
"28900",-7.96385,0,0
"28901",-7.96385,0,0
"28902",-7.96385,1.97144,0
"28903",3760.11,41.6801,4053.62
"28904",11190.7,103.26,11592.8
"28905",4124.01,53,4421.09
"28906",4576.28,58,4879.26
"28907",3521.95,44,3810.46
"28908",3384.25,41,3670.9
"28909",3418.99,41,3706.31
"28910",21207.1,235.645,21784.3
"28911",5534.88,68,5852.23
"28912",2863.8,38,3144.5
"28913",13299.8,125.443,13737.1
"28914",1555.62,22,1819.03
"28915",1102.64,15.401,1359.73
"28916",-7.96385,0,0
"28917",-7.96385,0,0
"28918",-7.96385,0,0
"28919",-7.96385,0,0
"28920",-7.96385,0,0
"28921",-7.96385,0,0
"28922",-7.96385,0,0
"28923",-7.96385,0,0
"28924",-7.96385,0,0
"28925",-7.96385,0,0
"28926",-7.96385,3.50989,0
"28927",45393.6,140.229,46548.8
"28928",73413.7,357.899,75507.8
"28929",85623.1,577.013,88219.1
"28930",88100.7,761.919,90804.1
"28931",88072.2,897.702,90772.9
"28932",87371.3,974.358,90039.7
"28933",86942.9,984.184,89591.4
"28934",87439,928.286,90108.8
"28935",87481.5,808.712,90153.1
"28936",86774.1,640.902,89414.7
"28937",78696.9,435.655,80995.5
"28938",59298.8,213.193,60878.9
"28939",9958.59,27.2746,10342.5
"28940",-7.96385,0,0
"28941",-7.96385,0,0
"28942",-7.96385,0,0
"28943",-7.96385,0,0
"28944",-7.96385,0,0
"28945",-7.96385,0,0
"28946",-7.96385,0,0
"28947",-7.96385,0,0
"28948",-7.96385,0,0
"28949",-7.96385,0,0
"28950",-7.96385,5.32309,0
"28951",52493.1,155.491,53860.5
"28952",78387.2,384.966,80679.5
"28953",88924.5,605.577,91664.7
"28954",90957.4,795.921,93787.2
"28955",90494.9,933.111,93302.1
"28956",89702.4,1011.67,92472.3
"28957",89331.9,1022.74,92083.9
"28958",89504.5,960.638,92263.7
"28959",89610.4,837.613,92374.4
"28960",87661.3,660.785,90338.3
"28961",79949.2,448.31,82296
"28962",60937.8,220.478,62572.5
"28963",10742,29.3312,11137.6
"28964",-7.96385,0,0
"28965",-7.96385,0,0
"28966",-7.96385,0,0
"28967",-7.96385,0,0
"28968",-7.96385,0,0
"28969",-7.96385,0,0
"28970",-7.96385,0,0
"28971",-7.96385,0,0
"28972",-7.96385,0,0
"28973",-7.96385,0,0
"28974",-7.96385,5.43626,0
"28975",49611.2,150.691,50887.9
"28976",74389.4,369.898,76518
"28977",85193.5,584.919,87765.2
"28978",87337.2,768.459,90000.4
"28979",87223.4,903.443,89879.9
"28980",86484.5,979.099,89106.9
"28981",85840.8,985.819,88434
"28982",86169.7,928.611,88776.6
"28983",85973.9,808.279,88571.9
"28984",84487,636.264,87020.5
"28985",75492.2,426.229,77654.8
"28986",54544.5,206.395,55964
"28987",8774.41,27.6065,9136.87
"28988",-7.96385,0,0
"28989",-7.96385,0,0
"28990",-7.96385,0,0
"28991",-7.96385,0,0
"28992",-7.96385,0,0
"28993",-7.96385,0,0
"28994",-7.96385,0,0
"28995",-7.96385,0,0
"28996",-7.96385,0,0
"28997",-7.96385,0,0
"28998",-7.96385,3.98764,186.62
"28999",8870.51,69.0393,9233.91
"29000",9396.79,109,9766.7
"29001",15342.1,177.596,15806.6
"29002",53932,528.114,55327.2
"29003",81266.5,849.791,83659.3
"29004",55037.6,619.041,56465.5
"29005",15789.7,179.681,16259.4
"29006",24728,283.445,25366.5
"29007",20372.5,237.58,20926
"29008",66709.2,536.363,68535.1
"29009",26304.5,226.475,26977.4
"29010",6727.73,75.7901,7057.47
"29011",3490.61,22.2671,3775.97
"29012",-7.96385,0,0
"29013",-7.96385,0,0
"29014",-7.96385,0,0
"29015",-7.96385,0,0
"29016",-7.96385,0,0
"29017",-7.96385,0,0
"29018",-7.96385,0,0
"29019",-7.96385,0,0
"29020",-7.96385,0,0
"29021",-7.96385,0,0
"29022",551.794,5.00917,797.187
"29023",37417.1,138.924,38351.1
"29024",24107.8,222.162,24737.9
"29025",50695.8,396.703,51993.1
"29026",48196.4,470.749,49418.3
"29027",48394.9,516.514,49621.4
"29028",51356.3,576.657,52670.1
"29029",47539.2,537.134,48739.5
"29030",46235.4,511.866,47398.4
"29031",59693.5,584.174,61273.2
"29032",56960,478.869,58450.1
"29033",48925.3,329.832,50167.8
"29034",30601.7,169.131,31369.2
"29035",950.388,13.7325,1200.3
"29036",-7.96385,0,0
"29037",-7.96385,0,0
"29038",-7.96385,0,0
"29039",-7.96385,0,0
"29040",-7.96385,0,0
"29041",-7.96385,0,0
"29042",-7.96385,0,0
"29043",-7.96385,0,0
"29044",-7.96385,0,0
"29045",-7.96385,0,0
"29046",1254.92,7.10814,1510.04
"29047",20275.3,107.363,20831.1
"29048",28401.5,227.912,29122.1
"29049",13447.4,154.017,13881.1
"29050",18443.7,197.226,18964.1
"29051",42302,455.886,43360.8
"29052",48288.3,538.024,49514.6
"29053",62700.6,708.489,64386.6
"29054",67905.1,729.898,69776.4
"29055",62431.7,604.625,64107.6
"29056",50417.4,448.055,51706
"29057",21072.4,195.626,21641.1
"29058",21160.9,125.599,21731.5
"29059",824.908,18.1762,1073.39
"29060",-7.96385,0,0
"29061",-7.96385,0,0
"29062",-7.96385,0,0
"29063",-7.96385,0,0
"29064",-7.96385,0,0
"29065",-7.96385,0,0
"29066",-7.96385,0,0
"29067",-7.96385,0,0
"29068",-7.96385,0,0
"29069",-7.96385,0,0
"29070",-7.96385,5,228.748
"29071",22348.6,120.91,22944
"29072",31229.9,249.312,32013.5
"29073",69741.8,519.468,71681.5
"29074",79307.4,709.483,81620.1
"29075",78704,821.162,80990.6
"29076",76608,872.441,78809
"29077",56783.9,646.871,58267.1
"29078",59022.5,635.81,60579.2
"29079",79838.5,753.62,82170.7
"29080",69121.2,550.214,71034.1
"29081",52504.4,352.371,53854.4
"29082",26375.5,150.198,27049.9
"29083",5878.84,28.3405,6196.01
"29084",-7.96385,0,0
"29085",-7.96385,0,0
"29086",-7.96385,0,0
"29087",-7.96385,0,0
"29088",-7.96385,0,0
"29089",-7.96385,0,0
"29090",-7.96385,0,0
"29091",-7.96385,0,0
"29092",-7.96385,0,0
"29093",-7.96385,0,0
"29094",1030.42,8.21847,1281.81
"29095",10833.9,95.2231,11226.4
"29096",8118.75,96.2614,8469.08
"29097",19537.1,215.536,20076.5
"29098",39480,409.946,40461.8
"29099",51581.4,554.095,52902.6
"29100",41894.5,473.499,42937.8
"29101",45613,518.753,46757.9
"29102",52626.8,576.308,53978.6
"29103",43239.8,456.665,44319.5
"29104",66075,528.724,67876.8
"29105",52363.8,357.091,53710
"29106",22555.7,157.876,23152.8
"29107",-7.96385,6,249.504
"29108",-7.96385,0,0
"29109",-7.96385,0,0
"29110",-7.96385,0,0
"29111",-7.96385,0,0
"29112",-7.96385,0,0
"29113",-7.96385,0,0
"29114",-7.96385,0,0
"29115",-7.96385,0,0
"29116",-7.96385,0,0
"29117",-7.96385,0,0
"29118",483.902,6.14277,728.531
"29119",521.952,10,767.008
"29120",4611.08,59,4912.6
"29121",7875.05,98,8222.78
"29122",20022.6,230.821,20572.6
"29123",38240.7,417.907,39192.3
"29124",55375.1,620.414,56816.2
"29125",24878.2,280.505,25520.4
"29126",33786.5,385.668,34625.6
"29127",60188.3,588.523,61785.5
"29128",11798.2,144,12203
"29129",39598.3,268.801,40583.7
"29130",1812.85,26,2074.07
"29131",10734.2,35.3555,11124.7
"29132",-7.96385,0,0
"29133",-7.96385,0,0
"29134",-7.96385,0,0
"29135",-7.96385,0,0
"29136",-7.96385,0,0
"29137",-7.96385,0,0
"29138",-7.96385,0,0
"29139",-7.96385,0,0
"29140",-7.96385,0,0
"29141",-7.96385,0,0
"29142",3177.84,11.1442,3461.18
"29143",51728.4,172.478,53061.2
"29144",73718.8,388.565,75812.2
"29145",83327.6,598.48,85809.5
"29146",84901.5,774.703,87448.9
"29147",85018.8,906.142,87569.6
"29148",82446.4,953.923,84885.7
"29149",83916.3,985.202,86418.9
"29150",84100.1,927.012,86610.7
"29151",83849.5,808.469,86349.2
"29152",82128,637.641,84553.6
"29153",73929.1,434.971,76023.1
"29154",55305.9,219.996,56743.8
"29155",11592.9,37.8238,11996.5
"29156",-7.96385,0,0
"29157",-7.96385,0,0
"29158",-7.96385,0,0
"29159",-7.96385,0,0
"29160",-7.96385,0,0
"29161",-7.96385,0,0
"29162",-7.96385,0,0
"29163",-7.96385,0,0
"29164",-7.96385,0,0
"29165",-7.96385,0,0
"29166",2495.32,12.993,2768.62
"29167",16713.5,116.523,17204.2
"29168",38841.6,276.783,39809.2
"29169",56062.1,452.558,57524.6
"29170",73452.6,674.732,75529.2
"29171",81034.4,855.592,83414.7
"29172",73789.6,843.274,75876.6
"29173",69102.9,797.762,71010.9
"29174",73357.1,796.184,75426.2
"29175",79137.5,756.451,81437.3
"29176",76342.9,598.323,78530.6
"29177",58446.1,369.979,59983.2
"29178",53823,216.769,55214.1
"29179",13220.9,40.1447,13650.1
"29180",-7.96385,0,0
"29181",-7.96385,0,0
"29182",-7.96385,0,0
"29183",-7.96385,0,0
"29184",-7.96385,0,0
"29185",-7.96385,0,0
"29186",-7.96385,0,0
"29187",-7.96385,0,0
"29188",-7.96385,0,0
"29189",-7.96385,0,0
"29190",48.9521,6,288.729
"29191",770.717,13,1018.58
"29192",1834.01,26,2096.71
"29193",2711.27,37,2985.76
"29194",5114.57,65,5422.05
"29195",9497.88,112,9869.05
"29196",33484.4,372.371,34320.4
"29197",29074.5,322.648,29809.3
"29198",28632.4,321.337,29357.4
"29199",15624.5,182.606,16094.7
"29200",37899.6,342.188,38843.5
"29201",36667.3,279.225,37580.1
"29202",40293.5,194.636,41299.1
"29203",11940.1,38.7485,12349.4
"29204",-7.96385,0,0
"29205",-7.96385,0,0
"29206",-7.96385,0,0
"29207",-7.96385,0,0
"29208",-7.96385,0,0
"29209",-7.96385,0,0
"29210",-7.96385,0,0
"29211",-7.96385,0,0
"29212",-7.96385,0,0
"29213",-7.96385,0,0
"29214",397.84,8.14964,641.503
"29215",1009.55,16,1260.13
"29216",841.436,14,1090.11
"29217",5014.22,65,5319.39
"29218",3471.68,46,3755.16
"29219",13514.3,157.767,13947.3
"29220",41751.8,466.774,42793.4
"29221",45711.6,514.054,46861.8
"29222",41143.9,453.701,42169.2
"29223",55790.2,543.95,57244.6
"29224",58201.1,489.359,59734.3
"29225",44317.2,329.995,45429.9
"29226",33270.7,188.908,34100.7
"29227",11262.9,37.0614,11661.6
"29228",-7.96385,0,0
"29229",-7.96385,0,0
"29230",-7.96385,0,0
"29231",-7.96385,0,0
"29232",-7.96385,0,0
"29233",-7.96385,0,0
"29234",-7.96385,0,0
"29235",-7.96385,0,0
"29236",-7.96385,0,0
"29237",-7.96385,0,0
"29238",1676.74,12.8916,1938.45
"29239",34348.9,134.348,35207.1
"29240",68506.8,376.242,70401.3
"29241",78546.5,576.514,80826
"29242",79465,727.467,81780.4
"29243",71556,761.459,73558.7
"29244",78606.9,903.445,80887.8
"29245",81576.3,951.472,83979.9
"29246",82033.8,895.072,84456.5
"29247",81727,782.674,84136.6
"29248",78883.1,616.101,81175.2
"29249",71177.5,427.388,73167.3
"29250",52405.4,219.446,53753.3
"29251",14184.4,41.6169,14629.9
"29252",-7.96385,0,0
"29253",-7.96385,0,0
"29254",-7.96385,0,0
"29255",-7.96385,0,0
"29256",-7.96385,0,0
"29257",-7.96385,0,0
"29258",-7.96385,0,0
"29259",-7.96385,0,0
"29260",-7.96385,0,0
"29261",-7.96385,0,0
"29262",1152.8,10.6746,1406.25
"29263",603.697,11,849.674
"29264",2403.09,33,2673.71
"29265",4700.72,61,5002.86
"29266",9172.13,112,9538.76
"29267",16408.7,188.887,16893
"29268",16503.1,185.947,16988.6
"29269",31654.7,352.541,32447.6
"29270",50066.9,538.218,51347.1
"29271",50168.5,502.474,51451.6
"29272",25025.3,250.894,25673.3
"29273",51119.7,356.343,52430.9
"29274",50906.3,216.743,52211.2
"29275",14660.6,42.5993,15114.6
"29276",-7.96385,0,0
"29277",-7.96385,0,0
"29278",-7.96385,0,0
"29279",-7.96385,0,0
"29280",-7.96385,0,0
"29281",-7.96385,0,0
"29282",-7.96385,0,0
"29283",-7.96385,0,0
"29284",-7.96385,0,0
"29285",-7.96385,0,0
"29286",2930.57,16.0038,3208.63
"29287",42454.9,168.138,43518.3
"29288",58526.5,336.968,60071.2
"29289",73904.8,546.723,76001
"29290",59972,550.368,61560.7
"29291",81420.9,869.149,83816.9
"29292",79927,924.841,82260
"29293",74774.7,871.409,76900.2
"29294",70774.7,769.815,72747.1
"29295",27789.7,304.04,28492.1
"29296",45088.3,434.293,46219.9
"29297",15129.8,163.29,15589.2
"29298",35142.3,185.719,36015.1
"29299",10261.6,37.9268,10643
"29300",-7.96385,0,0
"29301",-7.96385,0,0
"29302",-7.96385,0,0
"29303",-7.96385,0,0
"29304",-7.96385,0,0
"29305",-7.96385,0,0
"29306",-7.96385,0,0
"29307",-7.96385,0,0
"29308",-7.96385,0,0
"29309",-7.96385,0,0
"29310",2247.76,15.5856,2515.04
"29311",37293.3,153.687,38219.9
"29312",3421.44,46,3703.4
"29313",66425.5,510.347,68238.6
"29314",50796.9,510.042,52091.8
"29315",78246.3,835.127,80509.3
"29316",61149.9,701.428,62774
"29317",68193.3,794.141,70066
"29318",76252.6,835.251,78434.4
"29319",79103.6,765.865,81402
"29320",74389,600.08,76498.1
"29321",63304.8,408.883,65005.1
"29322",43560.4,208.398,44648.3
"29323",10587,40.4703,10972.2
"29324",-7.96385,0,0
"29325",-7.96385,0,0
"29326",-7.96385,0,0
"29327",-7.96385,0,0
"29328",-7.96385,0,0
"29329",-7.96385,0,0
"29330",-7.96385,0,0
"29331",-7.96385,0,0
"29332",-7.96385,0,0
"29333",-7.96385,0,0
"29334",-7.96385,3,101.121
"29335",25961.1,146.072,26627.1
"29336",42726.1,284.633,43793.3
"29337",24646.5,243.67,25283.3
"29338",18042.4,214.782,18551.4
"29339",13076.2,156,13499.2
"29340",21990.4,253,22571.9
"29341",62806.2,724.608,64487.7
"29342",40113.2,452.436,41106
"29343",31368.5,339.092,32147.8
"29344",23570.1,269.695,24183.1
"29345",62612.1,407.418,64288.5
"29346",39011.2,204.494,39978.1
"29347",7706.15,37.1458,8047.72
"29348",-7.96385,0,0
"29349",-7.96385,0,0
"29350",-7.96385,0,0
"29351",-7.96385,0,0
"29352",-7.96385,0,0
"29353",-7.96385,0,0
"29354",-7.96385,0,0
"29355",-7.96385,0,0
"29356",-7.96385,0,0
"29357",-7.96385,0,0
"29358",2524.96,17.9808,2795.94
"29359",40964.3,172.606,41984.9
"29360",63535.4,374.601,65247.1
"29361",66411.1,508.083,68223.3
"29362",48694.7,467.732,49926.7
"29363",80623.6,863.544,82985.4
"29364",78341.7,908.772,80608.6
"29365",52260,600.046,53597.9
"29366",68767.5,743.357,70664.1
"29367",69039,674.272,70946.5
"29368",34648.2,323.764,35507.1
"29369",49488.7,353.478,50746.8
"29370",27955.4,180.227,28663.1
"29371",3157.94,34.1792,3437.31
"29372",-7.96385,0,0
"29373",-7.96385,0,0
"29374",-7.96385,0,0
"29375",-7.96385,0,0
"29376",-7.96385,0,0
"29377",-7.96385,0,0
"29378",-7.96385,0,0
"29379",-7.96385,0,0
"29380",-7.96385,0,0
"29381",-7.96385,0,0
"29382",7317.23,22.9175,7658.44
"29383",47236.2,184.032,48435.7
"29384",74716.8,411.775,76850
"29385",84415.9,622.057,86946.8
"29386",86580.9,798.41,89204.6
"29387",86657.9,925.761,89283.8
"29388",86256.9,996.581,88864.1
"29389",85814.7,1001.61,88401.8
"29390",86031.3,944.842,88627.8
"29391",85582.6,826.839,88159.6
"29392",84087.3,659.249,86600.3
"29393",75687.5,456.701,77854.6
"29394",55804.9,234.988,57261.3
"29395",18749.9,47.9293,19277.2
"29396",-7.96385,0,0
"29397",-7.96385,0,0
"29398",-7.96385,0,0
"29399",-7.96385,0,0
"29400",-7.96385,0,0
"29401",-7.96385,0,0
"29402",-7.96385,0,0
"29403",-7.96385,0,0
"29404",-7.96385,0,0
"29405",-7.96385,0,0
"29406",7664.49,24.3349,8011.93
"29407",51978,193.586,53320.4
"29408",70796.8,397.4,72780.4
"29409",82334.1,608.878,84776.3
"29410",85087.8,779.46,87645.8
"29411",79169.5,838.266,81476.2
"29412",79569.8,912.949,81891.9
"29413",83566.5,974.704,86055.6
"29414",81229.6,882.583,83620
"29415",83771.8,807.412,86268.5
"29416",50998.3,467.433,52300.4
"29417",60845.1,403.635,62465.1
